-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 179.411 180.709 188.736 178.139 180.476 177.851 150.08 118.568 125.812 185.621 163.322 171.974 178.653 179.417 161.359 -1.0 -1.0 195.711 189.724 174.865 175.895 161.104 154.366 141.195 143.964 156.2 150.886 138.172 159.574 170.959 190.925 170.874 181.162 152.748 184.076 174.94 184.356 207.782 210.451 224.292 219.812 198.706 193.127 208.283 189.349 174.718 172.749 182.534 176.037 201.418 185.827 181.906 170.753 162.183 172.061 171.216 175.519 164.268 160.359 156.173 160.151 165.686 165.991 177.413 179.77 163.146 176.971 178.286 183.692 177.051 183.765 187.457 173.537 194.568 178.377 176.085 178.417 177.518 167.688 169.857 180.222 167.788 171.565 170.098 176.316 169.149 179.196 170.746 166.045 173.223 170.465 172.109 162.498 172.102 189.911 156.417 170.153 162.519 180.213 182.088 193.759 196.596 184.188 173.386 164.092 162.673 178.054 172.823 164.068 155.871 144.806 159.206 128.528 154.285 158.802 180.239 213.145 179.639 185.505 168.64 154.624 -1.0 -1.0 -1.0 168.721 185.094 164.595 174.766 192.576 190.959 184.957 166.072 157.217 156.121 130.145 148.572 141.557 169.284 156.863 181.388 169.522 176.0 191.3 202.958 200.562 212.688 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 182.084 179.001 196.405 195.45 193.65 178.832 151.674 125.885 141.27 173.005 157.828 164.772 171.273 172.119 164.208 -1.0 -1.0 182.388 198.597 162.582 177.57 145.69 160.259 152.373 142.538 155.165 147.242 131.411 159.021 153.378 166.178 184.731 160.621 156.777 173.008 168.393 195.895 215.844 211.211 228.106 220.644 203.017 178.6 203.614 180.345 183.273 196.521 191.645 189.507 187.171 195.903 192.456 180.236 140.051 170.385 185.37 180.692 156.54 175.754 156.24 165.712 165.408 168.907 154.875 168.914 154.241 163.538 184.581 187.686 190.541 181.055 192.763 173.438 193.703 177.884 179.174 187.516 177.557 159.879 175.641 170.727 170.911 161.623 167.418 167.973 159.912 167.005 164.753 154.937 163.328 160.222 175.036 166.434 165.98 167.681 182.667 173.653 163.453 174.463 152.779 183.063 151.177 159.812 160.727 196.187 194.257 188.585 192.239 197.576 177.956 178.173 158.66 133.943 120.665 120.613 154.967 168.972 176.432 177.526 187.578 164.924 -1.0 -1.0 -1.0 178.711 181.484 187.423 197.038 209.022 227.967 229.816 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 177.929 189.442 200.879 207.829 195.747 182.188 160.384 139.551 134.661 176.819 170.404 162.413 149.502 165.364 172.297 -1.0 -1.0 191.842 207.343 169.907 181.563 148.732 172.04 153.141 138.065 153.0 138.273 121.986 150.81 159.323 165.845 182.322 173.689 152.717 163.17 155.845 178.711 185.994 202.949 208.153 226.387 186.577 170.877 183.27 182.575 166.16 175.785 175.712 162.357 186.918 176.343 193.743 168.919 149.55 166.303 192.96 166.683 161.594 163.323 148.422 174.47 178.358 165.233 153.748 177.477 158.05 155.591 177.721 188.451 174.968 168.459 171.464 164.816 179.024 160.196 172.447 158.077 163.358 153.262 164.512 163.994 173.994 163.196 160.749 168.344 163.693 152.451 157.549 157.715 163.452 163.297 166.019 153.375 158.319 160.471 174.923 172.123 170.399 178.743 187.445 201.41 178.028 161.346 188.113 201.451 193.267 202.549 196.568 200.238 188.392 176.153 169.218 141.305 136.041 102.32 134.559 143.583 166.455 180.283 177.912 170.672 -1.0 -1.0 -1.0 183.199 188.053 188.938 196.68 197.918 222.598 210.356 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 180.176 182.39 181.853 184.549 172.874 175.381 177.649 146.956 143.736 175.975 173.21 161.496 171.772 161.703 162.426 -1.0 -1.0 163.869 183.279 147.398 173.906 175.5 164.928 166.755 135.905 154.475 172.189 131.272 158.543 170.446 161.466 167.85 166.9 163.605 177.558 168.761 181.392 206.284 188.3 217.125 213.027 198.761 153.775 167.181 158.506 156.945 150.143 158.156 157.658 167.865 146.169 168.376 147.688 130.777 159.04 163.656 146.512 148.231 151.209 128.946 154.323 172.476 141.461 151.616 148.866 143.673 157.204 155.17 163.378 170.333 165.13 167.486 162.851 163.79 149.38 158.886 149.158 139.998 147.86 154.673 153.856 163.96 146.701 145.036 153.735 147.567 128.753 140.118 152.639 137.448 161.343 152.299 168.22 164.231 169.519 166.197 151.898 178.852 186.758 147.0 167.874 164.35 136.936 177.753 171.715 188.419 197.786 179.583 179.893 174.27 142.884 138.615 132.069 114.393 115.631 155.467 176.829 158.592 163.482 157.423 146.886 -1.0 -1.0 -1.0 161.508 167.813 176.522 193.092 191.756 213.999 217.381 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 180.176 182.39 181.853 184.549 172.874 175.381 177.649 146.956 143.736 175.975 173.21 161.496 171.772 161.703 162.426 -1.0 -1.0 163.869 183.279 147.398 173.906 175.5 164.928 166.755 135.905 154.475 172.189 131.272 158.543 170.446 161.466 167.85 166.9 163.605 177.558 168.761 181.392 206.284 188.3 217.125 213.027 198.761 153.775 167.181 158.506 156.945 150.143 158.156 157.658 167.865 146.169 168.376 147.688 130.777 159.04 163.656 146.512 148.231 151.209 128.946 154.323 172.476 141.461 151.616 148.866 143.673 157.204 155.17 163.378 170.333 165.13 167.486 162.851 163.79 149.38 158.886 149.158 139.998 147.86 154.673 153.856 163.96 146.701 145.036 153.735 147.567 128.753 140.118 152.639 137.448 161.343 152.299 168.22 164.231 169.519 166.197 151.898 178.852 186.758 147.0 167.874 164.35 136.936 177.753 171.715 188.419 197.786 179.583 179.893 174.27 142.884 138.615 132.069 114.393 115.631 155.467 176.829 158.592 163.482 157.423 146.886 -1.0 -1.0 -1.0 161.508 167.813 176.522 193.092 191.756 213.999 217.381 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 178.86 181.831 182.997 187.497 174.035 174.549 176.278 146.351 142.031 176.169 176.581 164.73 173.035 165.412 167.939 -1.0 -1.0 161.014 191.81 147.4 171.961 174.066 169.387 167.729 138.512 148.784 165.665 129.583 167.889 166.455 158.663 172.738 164.588 166.494 180.693 177.315 180.223 196.709 181.216 210.982 204.391 184.592 150.139 159.477 156.301 155.571 154.347 162.563 158.036 158.533 143.412 169.654 143.123 124.456 159.224 159.312 142.587 147.419 153.81 126.963 160.299 174.692 142.315 148.344 149.841 143.675 161.256 162.625 163.575 169.228 166.134 167.158 163.053 161.608 140.261 150.365 142.68 134.588 143.403 146.62 149.82 157.613 141.297 139.246 151.808 152.994 129.36 142.098 154.002 139.473 160.999 151.016 168.549 162.612 169.364 167.699 145.366 178.041 180.873 143.671 163.964 162.54 136.184 176.975 175.602 191.072 197.4 181.151 177.087 168.927 136.532 133.21 130.888 109.853 117.685 158.246 178.64 159.929 162.448 157.121 143.984 -1.0 -1.0 -1.0 161.248 168.633 177.22 191.547 191.971 215.746 218.634 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 180.503 182.847 182.304 183.712 172.696 176.423 179.137 147.36 143.687 174.132 173.476 162.331 171.243 162.115 162.507 -1.0 -1.0 161.189 182.318 147.46 170.912 175.594 166.405 167.068 136.606 154.255 173.535 132.594 159.756 169.128 161.074 170.299 167.616 163.192 176.977 172.648 180.778 207.766 190.445 216.95 211.715 198.213 154.325 167.513 158.885 156.635 150.296 158.814 158.769 165.56 144.252 168.77 147.253 128.959 156.76 162.363 142.399 142.945 152.482 128.037 155.195 169.45 137.924 150.576 148.853 143.772 154.214 152.689 162.825 169.675 163.521 166.352 162.353 163.741 149.622 159.718 148.673 138.071 148.381 155.12 153.742 162.399 145.566 144.336 153.499 147.541 127.198 139.428 151.337 136.676 163.403 154.036 167.896 163.868 167.562 166.548 153.139 180.024 187.407 147.615 170.307 160.287 136.857 178.529 171.316 190.511 197.233 179.614 178.074 172.624 142.071 133.349 128.478 112.288 113.533 156.218 176.498 161.324 167.478 160.385 150.265 -1.0 -1.0 -1.0 163.933 169.0 176.932 193.534 193.273 216.079 219.27 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 179.733 195.037 196.431 185.334 183.494 184.027 174.834 158.717 147.898 181.483 161.664 162.011 169.242 155.321 165.233 -1.0 -1.0 187.871 185.039 145.717 171.377 177.655 178.073 153.593 132.041 159.818 174.781 134.326 156.304 163.573 172.119 169.609 177.936 155.443 192.573 180.534 202.227 228.853 216.132 231.799 233.12 201.293 179.761 194.945 179.206 173.237 171.559 169.986 182.43 190.246 168.483 181.688 157.898 144.296 167.043 179.708 143.045 162.821 158.033 139.711 171.617 166.026 164.174 159.026 172.37 158.725 162.713 158.565 168.869 175.844 165.844 164.236 176.326 170.315 163.21 171.248 169.267 152.524 166.797 175.588 177.512 172.051 157.264 155.696 169.496 164.548 141.578 155.792 151.332 148.871 177.853 158.145 168.274 155.588 173.254 181.776 165.426 185.758 182.391 163.366 188.355 173.804 152.333 164.81 188.429 188.698 180.446 179.21 183.339 169.419 155.645 155.975 146.569 134.651 107.45 150.027 163.724 178.156 179.451 170.451 167.4 -1.0 -1.0 -1.0 180.595 177.531 177.626 184.575 189.234 217.575 204.762 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 176.466 175.958 194.377 173.627 164.166 165.779 160.136 128.93 127.491 173.464 193.285 196.125 148.273 169.933 193.055 -1.0 -1.0 185.661 187.518 148.172 168.738 170.615 148.68 135.099 151.261 173.505 173.688 132.711 156.929 175.944 161.439 181.919 153.969 156.776 178.622 168.518 184.368 185.246 196.442 208.98 198.341 178.034 152.534 158.909 157.457 147.867 170.658 134.8 159.332 159.436 132.918 158.633 136.466 128.296 137.07 163.328 146.207 145.101 157.582 136.479 170.916 158.947 142.519 144.723 161.894 142.885 146.524 155.352 132.045 157.886 151.005 135.02 135.575 158.453 140.176 155.717 138.907 140.548 140.584 149.644 133.546 143.038 137.792 132.241 164.567 134.131 143.151 142.768 151.377 131.309 139.372 166.87 154.636 176.361 154.704 193.774 172.484 176.937 168.493 132.273 173.157 140.653 139.171 153.457 182.987 191.794 187.139 174.958 169.962 175.616 135.013 140.58 132.564 136.612 114.945 159.664 194.157 180.05 185.574 161.043 158.23 -1.0 -1.0 -1.0 172.023 175.362 172.101 178.696 178.505 219.519 215.385 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 174.619 200.774 182.312 166.618 169.193 170.665 162.444 132.747 115.437 163.429 156.876 170.174 166.699 167.21 174.611 -1.0 -1.0 176.287 190.8 142.627 153.488 164.07 159.185 157.433 151.275 155.083 157.036 137.984 136.564 155.557 190.703 172.801 170.051 165.401 181.563 181.29 190.232 207.502 213.795 208.995 211.322 202.806 186.207 201.313 177.94 174.953 175.862 196.271 181.688 192.842 192.985 201.348 199.311 179.448 178.005 189.868 183.064 170.878 169.203 142.226 178.267 177.676 161.19 170.714 172.697 152.04 162.556 154.722 176.716 173.492 177.476 170.958 172.05 169.701 166.888 172.951 168.1 163.008 178.497 173.557 186.277 175.039 167.286 161.904 176.914 184.855 150.894 158.544 160.163 176.622 184.662 171.615 164.033 174.564 188.088 165.656 170.714 165.642 166.022 185.389 172.159 184.292 161.437 163.547 157.376 171.469 176.593 173.126 169.673 161.141 164.352 203.399 177.668 170.456 165.403 157.316 152.838 158.316 162.145 168.445 149.696 -1.0 -1.0 -1.0 184.162 171.552 155.205 152.287 180.62 173.233 195.286 197.195 194.802 167.365 150.208 148.899 158.012 160.871 169.043 164.606 150.995 182.956 179.833 147.186 126.908 140.228 134.173 147.333 171.395 185.021 178.549 188.057 169.862 158.062 176.896 186.016 185.503 193.809
