-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 171.646 170.62 169.285 204.812 199.949 195.17 173.198 148.569 129.547 190.54 171.801 163.371 160.584 175.009 154.188 149.467 176.246 181.716 205.024 173.16 151.383 172.606 174.323 184.473 165.558 137.732 160.111 195.508 182.815 162.693 201.372 170.528 162.955 193.159 196.296 193.062 196.742 191.078 206.186 193.594 170.158 160.219 170.228 167.421 162.032 178.292 167.494 178.596 168.453 162.419 -1.0 169.489 162.999 152.102 141.469 171.863 154.28 186.518 180.019 159.701 173.152 173.77 155.449 179.732 152.035 152.331 165.541 145.536 155.212 175.494 151.324 149.535 174.944 174.506 168.23 167.239 178.408 154.469 145.667 167.843 156.437 145.778 144.737 155.805 150.261 151.711 169.174 160.456 158.115 167.825 157.848 152.233 144.279 159.753 158.686 149.842 148.583 154.862 167.516 153.369 160.205 144.969 144.147 155.377 161.501 145.217 166.479 157.187 156.37 154.428 150.795 149.994 164.14 156.6 162.294 121.111 147.868 129.83 159.811 165.425 144.282 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 137.612 148.951 152.725 143.682 149.311 143.768 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 166.714 137.848 124.576 180.713 135.629 162.327 166.058 151.379 165.223 159.145 174.721 126.987 153.601 169.584 -1.0 186.536 202.107 148.419 163.21 161.983 152.923 152.407 185.153 143.255 149.219 133.398 151.567 163.016 141.904 151.92 137.485 164.488 158.359 172.284 174.105 183.828 196.085 190.228 180.429 163.713 188.577 184.162 206.336 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 178.538 181.394 179.765 218.156 204.813 201.674 178.019 142.699 116.547 170.354 153.7 145.884 152.114 161.034 145.322 148.655 161.719 172.652 198.058 159.763 152.404 177.405 170.829 181.391 169.306 128.577 152.475 185.308 178.808 146.334 189.173 168.169 156.184 186.663 180.938 182.114 182.245 155.705 177.11 181.764 152.075 134.008 158.071 138.49 128.67 158.999 136.353 159.052 154.249 139.877 -1.0 141.622 148.624 138.57 115.248 160.435 144.979 165.307 165.743 150.056 150.556 148.064 130.971 156.099 145.759 135.749 157.715 119.294 137.215 168.769 134.953 148.376 167.148 158.299 154.953 136.934 145.43 140.406 116.358 145.024 136.25 135.467 130.368 137.719 135.964 132.932 145.811 145.068 143.554 161.334 149.59 151.555 126.968 161.074 134.823 138.435 133.736 121.129 144.364 125.428 149.408 124.402 123.799 128.007 139.688 125.399 143.524 142.137 122.826 134.323 134.252 142.699 139.597 138.261 139.973 110.361 138.159 116.105 149.325 144.605 129.744 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 121.056 118.228 126.005 117.4 122.183 114.896 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 139.338 114.498 108.078 149.798 142.935 143.5 150.623 134.705 146.605 143.908 159.808 111.221 143.047 155.69 -1.0 172.359 189.618 141.089 153.2 170.995 167.739 163.066 181.598 148.486 148.481 125.441 142.167 150.138 135.701 150.019 135.594 158.034 153.831 162.151 165.99 181.006 197.281 184.255 175.262 157.919 192.814 185.454 205.841 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 174.977 176.094 179.348 211.873 200.229 196.292 180.545 145.898 123.917 181.882 162.014 153.006 159.806 174.511 149.055 146.99 169.255 176.633 204.678 161.424 153.293 177.627 175.525 182.558 168.943 139.6 166.305 186.738 178.576 157.586 192.031 171.09 161.939 196.005 193.496 193.404 197.071 179.468 195.045 191.61 166.056 153.584 169.909 156.442 152.419 176.515 157.531 167.422 162.763 154.713 -1.0 161.993 158.024 153.815 134.029 173.43 150.424 181.428 177.61 160.433 167.752 167.454 146.938 184.87 156.226 150.059 163.173 134.399 145.622 177.412 154.556 154.228 176.25 173.939 165.043 161.339 173.623 150.731 138.879 162.903 155.307 150.152 143.935 153.213 145.524 153.711 160.492 162.298 156.933 166.949 156.1 146.668 136.517 162.567 151.478 143.653 141.739 145.637 164.003 145.639 154.552 139.598 135.668 148.783 154.538 134.837 160.837 150.698 144.1 147.06 147.25 150.286 160.903 150.43 158.423 122.177 143.815 127.302 163.95 164.192 139.737 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 137.63 141.645 146.724 139.852 139.482 138.853 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 164.512 136.134 122.68 171.2 140.061 156.962 161.612 146.028 163.844 156.532 171.61 126.438 161.517 172.872 -1.0 183.849 203.84 143.012 155.899 165.264 154.775 162.418 181.843 148.884 144.396 129.775 151.472 165.524 144.902 152.29 139.527 163.524 160.612 172.122 173.208 178.617 196.736 181.528 175.058 159.281 188.383 180.562 203.38 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 175.213 176.523 179.442 211.755 199.952 196.345 180.606 146.231 123.245 181.94 162.023 153.106 160.68 174.38 148.082 146.075 168.744 176.057 204.598 161.381 153.264 177.306 175.454 182.268 169.174 139.428 165.047 186.933 178.874 157.292 192.387 171.058 161.775 194.431 193.083 193.35 197.449 180.287 195.015 192.802 166.861 154.775 170.978 156.097 152.69 177.246 157.306 167.274 162.952 155.66 -1.0 161.506 157.759 153.799 134.178 174.269 151.94 183.246 177.27 160.9 167.927 168.784 147.916 186.199 157.068 149.956 162.553 135.845 147.009 178.253 151.727 154.425 174.048 173.601 164.7 160.482 173.32 150.34 138.383 162.056 155.753 150.365 144.115 153.001 146.027 153.069 160.359 161.857 157.111 166.937 156.022 147.333 136.965 163.622 151.314 144.246 142.086 146.794 163.707 145.937 155.476 139.926 136.221 149.525 155.123 135.452 162.18 150.463 144.012 147.931 148.0 150.286 160.903 150.43 158.423 122.177 143.815 127.302 163.95 164.192 139.737 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 137.63 141.645 146.724 139.852 139.482 138.853 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 164.512 136.134 122.68 171.2 140.061 156.962 161.612 146.028 163.844 156.532 171.61 126.438 161.517 172.872 -1.0 183.849 203.84 143.012 155.899 165.264 154.775 162.418 181.843 148.884 144.396 129.775 151.472 165.524 144.902 152.29 139.527 163.524 160.612 172.122 173.208 178.617 196.736 181.528 175.058 159.281 188.383 180.562 203.38 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 180.34 182.64 179.965 217.454 202.601 201.592 179.651 142.207 113.634 169.468 153.878 146.082 152.624 162.308 143.875 146.945 160.717 171.754 198.863 157.396 154.306 175.614 170.729 180.62 173.697 129.861 155.345 187.044 179.581 148.277 188.786 170.838 157.437 187.465 180.458 181.965 182.52 156.059 177.225 183.609 152.872 134.636 163.541 140.945 130.843 158.606 136.445 158.717 155.426 139.385 -1.0 141.21 149.14 142.471 116.949 161.838 145.415 167.328 169.123 151.1 151.402 149.513 133.312 158.663 145.947 136.314 159.429 119.752 136.255 170.61 139.17 149.635 167.831 158.031 156.459 137.549 147.651 145.223 117.486 147.002 137.161 135.99 133.716 137.463 134.715 132.989 146.315 146.127 143.543 162.477 149.23 150.653 127.118 162.296 137.048 139.61 135.374 121.815 146.431 124.661 149.008 124.355 123.888 129.591 138.291 125.993 151.541 142.215 124.629 134.74 134.91 142.337 140.61 138.03 138.77 110.715 137.775 116.661 149.866 145.089 127.722 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 120.291 116.665 125.121 117.667 122.066 114.88 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 143.053 113.481 106.968 150.536 145.149 142.222 150.293 135.176 147.278 142.641 159.131 110.861 142.137 156.26 -1.0 170.158 187.864 139.743 152.834 168.413 162.338 162.325 182.126 149.139 149.272 125.853 142.363 149.642 135.032 149.048 135.086 157.007 152.044 160.834 166.148 180.587 197.75 183.589 174.825 157.684 192.605 184.947 206.141 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 180.272 181.023 182.07 217.404 203.57 200.339 180.22 139.469 113.06 166.689 149.775 140.1 154.206 166.445 148.321 148.11 160.403 171.237 195.913 158.311 153.18 176.506 171.028 181.922 169.736 136.779 162.055 185.877 177.961 145.732 187.198 171.434 156.717 191.515 183.084 190.8 187.256 160.094 179.902 183.924 154.693 133.637 157.589 141.048 128.198 156.112 138.301 155.435 155.934 142.058 -1.0 143.885 150.224 148.476 119.744 162.158 147.184 165.757 166.891 151.235 151.884 146.615 129.591 163.266 148.916 138.454 154.386 115.008 133.082 170.056 136.644 151.54 170.35 154.786 154.569 134.157 145.673 140.125 115.012 145.795 137.274 137.615 133.867 137.33 137.521 136.322 147.154 149.886 144.852 166.33 149.939 148.809 131.085 164.331 138.441 139.595 138.605 125.065 150.676 128.79 147.973 125.39 123.361 130.981 139.675 124.889 154.342 146.524 128.401 136.442 142.011 144.296 144.438 136.809 139.298 115.684 135.258 116.868 150.904 147.492 127.911 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 119.248 114.25 124.623 124.761 129.621 117.183 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 152.548 120.782 110.204 143.279 146.532 144.177 146.659 135.468 154.533 151.109 161.136 111.974 151.594 162.275 -1.0 174.337 188.336 140.567 155.061 168.879 159.395 163.143 184.888 153.2 151.22 120.722 135.89 148.615 134.951 147.372 138.543 162.627 158.803 167.296 173.404 182.615 200.823 184.632 175.285 157.982 195.431 184.249 204.43 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 180.272 181.023 182.07 217.404 203.57 200.339 180.22 139.469 113.06 166.689 149.775 140.1 154.206 166.445 148.321 148.11 160.403 171.237 195.913 158.311 153.18 176.506 171.028 181.922 169.736 136.779 162.055 185.877 177.961 145.732 187.198 171.434 156.717 191.515 183.084 190.8 187.256 160.094 179.902 183.924 154.693 133.637 157.589 141.048 128.198 156.112 138.301 155.435 155.934 142.058 -1.0 143.885 150.224 148.476 119.744 162.158 147.184 165.757 166.891 151.235 151.884 146.615 129.591 163.266 148.916 138.454 154.386 115.008 133.082 170.056 136.644 151.54 170.35 154.786 154.569 134.157 145.673 140.125 115.012 145.795 137.274 137.615 133.867 137.33 137.521 136.322 147.154 149.886 144.852 166.33 149.939 148.809 131.085 164.331 138.441 139.595 138.605 125.065 150.676 128.79 147.973 125.39 123.361 130.981 139.675 124.889 154.342 146.524 128.401 136.442 142.011 144.296 144.438 136.809 139.298 115.684 135.258 116.868 150.904 147.492 127.911 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 119.248 114.25 124.623 124.761 129.621 117.183 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 152.548 120.782 110.204 143.279 146.532 144.177 146.659 135.468 154.533 151.109 161.136 111.974 151.594 162.275 -1.0 174.337 188.336 140.567 155.061 168.879 159.395 163.143 184.888 153.2 151.22 120.722 135.89 148.615 134.951 147.372 138.543 162.627 158.803 167.296 173.404 182.615 200.823 184.632 175.285 157.982 195.431 184.249 204.43 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 179.682 181.899 183.675 217.473 203.061 200.305 180.258 140.809 114.92 167.402 149.904 139.804 153.991 166.564 148.604 147.807 159.158 170.246 195.774 158.83 154.243 176.304 171.224 182.243 172.137 137.22 164.062 185.84 178.024 145.487 186.246 171.267 157.334 192.524 182.571 190.558 187.218 160.304 180.281 183.936 154.697 133.41 158.58 141.447 128.159 156.334 137.988 155.168 155.547 141.63 -1.0 143.574 150.465 147.533 119.837 163.263 147.35 166.371 167.251 151.536 152.568 146.878 130.192 163.625 149.374 139.572 154.802 114.472 132.958 169.989 136.652 151.689 170.483 154.824 154.593 134.351 145.561 139.967 114.954 145.67 137.276 137.49 133.755 137.369 137.333 136.314 147.172 149.688 144.895 166.363 149.934 148.659 130.981 164.216 138.371 139.368 138.605 125.065 150.676 128.79 147.973 125.39 123.361 130.981 139.675 124.889 154.342 146.524 128.401 136.442 142.011 144.296 144.438 136.809 139.298 115.684 135.258 116.868 150.904 147.492 127.911 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 119.248 114.25 124.623 124.761 129.621 117.183 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 152.548 120.782 110.204 143.279 146.532 144.177 146.659 135.468 154.533 151.109 161.136 111.974 151.594 162.275 -1.0 174.337 188.336 140.567 155.061 168.879 159.395 163.143 184.888 153.2 151.22 120.722 135.89 148.615 134.951 147.372 138.543 162.627 158.803 167.296 173.404 182.615 200.823 184.632 175.285 157.982 195.431 184.249 204.43 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 179.792 178.61 178.666 220.107 207.599 208.725 181.837 139.354 109.334 174.222 156.226 142.294 157.391 166.459 149.05 143.02 163.593 173.103 196.324 159.377 149.543 181.183 169.598 184.665 159.642 132.948 151.611 180.613 175.04 144.797 190.858 170.98 154.308 187.118 186.068 190.101 188.565 159.842 180.373 171.238 151.898 131.945 147.541 137.742 127.166 142.363 138.519 153.596 152.057 142.484 -1.0 144.749 149.258 141.148 121.47 159.027 147.743 164.159 156.695 152.619 149.777 146.545 126.713 167.522 155.358 133.617 152.118 119.875 140.363 164.827 129.833 145.187 172.087 159.529 153.654 138.878 152.351 139.547 119.309 144.572 140.717 142.99 133.562 140.019 141.484 139.255 149.874 151.819 148.127 165.237 150.117 147.558 128.061 163.261 139.328 138.016 133.883 123.146 152.864 129.288 132.892 127.583 118.581 125.917 138.876 123.405 143.421 146.377 125.1 141.89 139.715 148.393 148.735 140.548 146.687 114.643 135.731 117.718 149.559 148.277 135.249 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 123.69 123.056 130.988 125.065 132.38 119.787 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 149.378 125.438 115.35 144.061 145.095 150.716 154.046 139.557 160.758 164.049 171.709 119.885 158.337 171.68 -1.0 181.823 195.888 144.9 158.807 173.203 168.783 167.05 184.439 154.544 148.86 118.612 134.505 151.702 139.527 152.426 140.861 167.343 163.782 173.737 176.995 182.872 200.59 187.328 180.008 159.505 195.278 185.436 205.165 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 179.443 181.499 181.391 214.9 203.783 204.787 185.322 144.0 114.542 178.217 162.54 151.141 167.196 173.92 157.646 144.506 173.578 180.651 205.117 162.633 151.067 179.911 170.855 189.897 156.919 134.145 158.172 180.664 170.728 150.614 192.711 173.625 155.111 190.617 196.405 194.377 189.506 178.754 194.443 178.421 163.617 139.906 151.954 150.066 144.081 155.35 153.213 160.757 161.387 156.488 -1.0 160.102 161.44 153.181 136.301 167.973 152.099 178.856 169.284 162.835 164.317 159.531 139.238 181.762 161.341 142.463 155.256 129.096 148.591 174.08 139.865 150.31 172.347 167.868 158.494 153.702 170.178 150.061 136.847 154.83 152.001 149.681 145.249 153.068 150.392 155.572 164.407 164.705 160.986 171.435 156.305 142.237 135.297 164.279 151.981 145.101 139.527 136.528 163.635 144.619 148.947 140.55 127.522 144.733 157.969 134.072 152.327 157.389 138.661 153.303 152.345 153.257 164.703 151.633 159.138 122.772 143.86 133.674 159.853 164.018 142.792 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 136.399 137.167 147.365 142.148 146.969 135.096 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 160.235 140.907 125.253 153.922 142.982 157.695 166.747 143.36 171.146 171.525 180.73 130.111 166.512 183.897 -1.0 190.521 208.74 149.15 166.703 174.186 165.717 168.353 185.684 154.556 148.715 121.569 139.449 162.311 143.297 156.461 148.055 172.159 166.85 178.862 181.473 180.125 199.772 185.654 182.212 161.24 192.055 183.621 205.709 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
